                   MONTHLY CLIMATOLOGICAL SUMMARY for Jun 2011


NAME: Darfield, Canterbury, New Zealand                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   11.3   18.0  11:44    7.8  23:38   12.7    0.0    0.0    1.7   22.0  00:34    113
 02    8.8   17.4  10:15    1.5  23:55   17.2    0.0    0.0    2.6   13.3  12:56     54
 03    7.4   11.3  13:21   -0.7  02:34   19.7    0.0    0.0    4.2   18.4  13:35     17
 04   12.9   17.4  16:21    5.6  02:57    9.8    0.0    0.0   12.6   42.8  14:56     10
 05   11.3   18.5  06:35    8.5  21:30   12.7    0.0    0.6    5.3   34.2  01:45     10
 06   10.0   13.6  23:29    5.9  02:14   15.0    0.0    0.0    0.4   18.4  21:27    327
 07   11.9   18.6  10:47    6.0  08:05   11.6    0.0    0.3    5.5   29.5  10:21    318
 08    8.4   12.5  13:56    7.2  22:55   17.9    0.0    2.1    0.0    0.0  00:06     90
 09    9.2   16.8  11:14    5.1  07:05   16.4    0.0    0.0    0.0    0.0  00:05     90
 10    5.6    8.5  17:54    1.3  22:28   22.8    0.0    1.5    0.1   17.3  16:06     20
 11    7.0    9.7  13:11    1.6  08:07   20.4    0.0    0.3    0.0   19.4  15:54    246
 12   11.3   16.0  13:05    1.2  03:07   12.6    0.0    0.0    3.2   33.1  18:03    309
 13   10.7   16.2  13:49    0.6  07:36   13.7    0.0    0.0    0.0    0.0  00:06     90
 14   11.1   15.7  13:25    2.1  00:01   12.9    0.0    0.0    0.0    0.0  00:01     90
 15   12.0   19.0  14:06    7.0  23:40   11.4    0.0    0.0    0.9   35.6  09:59    298
 16   10.2   17.7  12:53    1.4  06:07   14.6    0.0    0.0    0.0    0.0  00:01     90
 17    6.3   11.1  12:50   -1.4  07:37   21.7    0.0    0.0    0.0    0.0  00:01     90
 18    7.2   10.7  15:51    3.0  08:08   20.1    0.0    0.6    0.0    0.8  16:25     46
 19    8.6   12.1  09:09    6.6  03:39   17.5    0.0    0.9    0.0    0.0  00:01     90
 20    7.6    8.9  12:09    6.6  21:46   19.4    0.0    1.8    0.0    0.0  00:09     90
 21    6.5    8.6  12:18    5.1  23:14   21.2    0.0    1.5    0.0   17.3  12:53    181
 22    6.2    7.2  19:35    4.1  06:09   21.9    0.0    0.0    7.2   27.0  17:52     19
 23   10.2   14.5  11:50    8.1  01:10   14.7    0.0    0.0    1.2   49.0  00:10    255
 24    7.7   16.1  14:39    0.0  21:05   19.1    0.0    0.3    0.0    0.0  00:10     90
 25    6.2   15.8  12:18   -1.2  01:14   21.8    0.0    0.0    0.0   15.8  06:10      1
 26    5.6   13.0  14:55    0.5  22:24   22.9    0.0    0.0    0.0    0.0  00:01     90
 27    9.0   16.6  15:09    2.1  02:03   16.8    0.0    0.0    0.0    0.0  00:01     90
 28    5.6    8.5  11:12    3.8  20:22   23.0    0.0   11.4    8.9   47.9  23:29    191
 29    2.9   11.2  16:11    0.9  18:48   27.8    0.0    3.0    9.9   37.8  01:28    209
 30    6.6   13.2  14:31    1.8  00:02   21.1    0.0    0.0    4.5   19.4  11:26    258
---------------------------------------------------------------------------------------
       8.6   19.0     15   -1.4     17  530.5    0.0   24.3    2.2   49.0     23    351
    
