                   MONTHLY CLIMATOLOGICAL SUMMARY for Jun 2014


NAME: Darfield, Canterbury, New Zealand                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    2.4   12.8  13:26   -2.1  07:56   28.6    0.0    0.2    2.9   11.3  03:21    312
 02    3.7   12.7  15:19   -1.8  07:40   26.4    0.0    0.0    2.1   11.3  09:15    291
 03    3.2   12.1  14:49   -1.4  04:25   27.2    0.0    0.0    1.9    6.4  01:17    289
 04    5.0   10.7  14:03   -0.3  08:01   24.0    0.0    0.0    5.2   16.1  13:42     20
 05   13.7   18.8  14:11    5.0  01:36    8.3    0.0    0.8    8.9   20.9  14:28    317
 06    9.2   10.3  00:01    7.3  23:58   16.5    0.0    1.2    3.0   14.5  01:34    200
 07    8.6   16.7  13:17    4.8  03:17   17.5    0.0    0.2    3.9   19.3  13:24    184
 08    6.8    7.9  12:29    5.4  03:03   20.8    0.0    3.2    2.2   14.5  00:01    209
 09    7.5    8.3  12:32    6.9  04:59   19.5    0.0   25.8    5.5   19.3  11:12    101
 10    7.1    8.3  12:09    5.8  22:03   20.2    0.0   40.8    4.2   16.1  15:21    159
 11    5.7    6.8  14:51    5.1  21:57   22.7    0.0    2.0    2.0    9.7  13:20    152
 12    6.7   10.2  14:58    4.7  23:59   20.9    0.0    3.8    3.2   14.5  20:02     14
 13    5.0   12.1  13:52    1.1  04:25   23.9    0.0    0.2    2.4    8.0  09:37    337
 14    6.7   12.9  12:39    0.1  08:14   20.9    0.0    0.2    3.6   12.9  01:31    344
 15    9.9   15.0  13:28    2.3  23:56   15.1    0.0    0.0    3.3   24.9  07:34    287
 16    8.1   14.7  23:29    1.8  00:09   18.5    0.0    0.2    8.6   20.9  16:47     12
 17    9.9   15.6  12:10    5.3  21:18   15.1    0.0    0.8    3.4   22.5  00:01    274
 18    9.0   12.7  13:59    6.3  08:42   16.7    0.0    8.0    5.6   25.7  21:28    331
 19    6.4   11.9  14:07    0.8  23:46   21.4    0.0    0.0    3.3   16.1  02:00    301
 20    4.1    9.6  13:34   -0.8  05:09   25.7    0.0    0.0    6.2   19.3  17:37     19
 21   11.0   17.6  14:57    2.2  00:30   13.2    0.0    0.0    8.8   29.0  15:56    314
 22    5.4    9.3  13:37   -0.9  21:16   23.2    0.0    0.0    2.5   12.9  11:12    175
 23    2.3    8.4  14:22   -3.1  07:46   28.9    0.0    0.2    2.9   12.9  13:04     33
 24    9.8   16.9  23:56   -0.6  00:53   15.4    0.0    0.2   10.7   43.5  22:48    358
 25   14.2   17.6  03:55   10.1  19:56    7.5    0.0    6.0   16.6   54.7  07:59    336
 26   12.4   16.4  12:33    8.3  21:42   10.6    0.0    0.0    9.4   29.0  09:18    334
 27    9.1   14.1  13:00    5.3  23:35   16.7    0.0    0.0    4.8   17.7  10:28    309
 28    7.5   14.0  14:29    2.6  07:41   19.5    0.0    0.0    4.8   16.1  23:43    311
 29    9.0   13.3  23:47    4.3  07:12   16.9    0.0    0.0   11.9   35.4  20:01    349
 30   12.4   15.1  11:56    9.4  22:44   10.7    0.0    0.0   15.1   35.4  08:30    332
---------------------------------------------------------------------------------------
       7.8   18.8     05   -3.1     23  572.5    0.0   93.8    5.6   54.7     25    338
    
