                   MONTHLY CLIMATOLOGICAL SUMMARY for Apr 2015


NAME: Darfield Weather Station                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   13.2   21.1  15:18    7.1  07:30    9.2    0.0    0.0    5.0   22.5  15:52     24
 02   18.8   25.2  15:14   11.1  00:18    0.0    0.8    0.0    9.6   29.0  16:53    302
 03   17.9   23.7  15:13   14.4  08:26    0.7    0.0    0.0   10.6   37.0  02:42    319
 04   17.6   25.5  14:53    8.6  23:23    1.4    0.0    0.0    8.0   38.6  14:54    300
 05   11.0   15.7  14:32    9.6  00:00   13.2    0.0    9.2    3.5   24.1  17:34     87
 06   16.4   22.4  23:43    9.8  01:51    3.4    0.0    0.0   12.2   54.7  23:20    343
 07   19.6   28.1  11:55   11.6  23:58    0.0    2.3    0.0    8.1   48.3  02:24    352
 08   14.1   21.2  13:39   10.3  02:52    7.6    0.0    3.0    2.4   25.7  23:21    134
 09   10.1   11.9  12:37    7.8  06:50   14.8    0.0    2.4    5.8   24.1  17:33     62
 10   10.0   12.7  08:29    8.4  17:29   15.0    0.0   11.0    5.0   25.7  11:15    202
 11    8.5   10.8  15:59    6.8  08:27   17.8    0.0    3.4    4.9   32.2  22:40     42
 12   12.9   19.7  12:05    7.3  00:15    9.8    0.0    0.2    9.3   49.9  12:06    301
 13    6.3    9.9  01:14    0.0  22:27   21.7    0.0    1.6    9.4   37.0  21:51    188
 14    4.0    9.1  15:01   -0.1  07:28   25.7    0.0   10.2    5.9   37.0  12:16    204
 15    7.3   11.8  13:00    1.8  03:55   19.8    0.0    0.0    7.0   33.8  12:39    176
 16    7.3   13.8  15:45    0.7  04:41   19.8    0.0    0.0    4.7   22.5  23:59      4
 17   12.7   19.1  13:29    7.6  02:18   10.1    0.0    0.0    7.7   29.0  04:04    318
 18   10.3   15.1  15:56    6.9  21:26   14.5    0.0    3.8    4.0   20.0  15:55    133
 19   11.9   18.2  15:33    5.6  06:43   11.7    0.0    0.2   10.2   33.8  21:46      8
 20   14.3   17.4  09:31   10.7  23:10    7.3    0.0    0.2    7.0   32.2  00:40    251
 21   11.2   12.1  15:30   10.4  03:43   12.9    0.0    5.6    2.8   17.7  09:28     48
 22   11.0   13.7  14:40    9.7  07:27   13.2    0.0    1.2    4.4   24.1  21:00     61
 23   10.7   13.2  15:58    6.9  22:32   13.7    0.0    0.0    5.1   17.7  13:37     30
 24    8.9   10.6  12:15    6.9  01:33   17.0    0.0    0.0    5.4   20.9  12:04     13
 25   17.2   17.4  23:57   16.9  23:20    2.0    0.0    0.0   16.2   37.0  23:41    317
 26   19.4   22.1  13:36   17.4  00:03    0.0    1.9    0.0   16.0   48.3  17:30    329
 27   12.5   19.9  00:44    7.9  23:29   10.5    0.0   33.2    6.3   40.2  00:48    241
 28    7.3   10.9  14:19    3.1  23:54   19.8    0.0   14.6    3.3   30.6  01:07    224
 29    8.3   18.4  16:00    0.7  02:47   18.0    0.0    0.0    6.5   48.3  16:08    273
 30    7.3   11.8  14:59    3.1  00:59   19.9    0.0    0.0    4.2   29.0  13:25    171
---------------------------------------------------------------------------------------
      11.8   28.1     07   -0.1     14  350.6    5.0   99.8    6.6   54.7     06    330
    

