                   MONTHLY CLIMATOLOGICAL SUMMARY for Feb 2012


NAME: Darfield, Canterbury, New Zealand                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   15.1   26.2  11:13    9.7  20:34    5.8    0.0   15.4   11.1   38.6  05:09    266
 02   11.2   14.6  14:05    8.4  05:16   12.8    0.0    0.0    5.4   20.9  14:39     16
 03   13.1   16.0  11:53   10.8  03:24    9.5    0.0    0.0    8.7   27.4  13:18     10
 04   14.5   20.0  14:05    9.6  06:25    6.8    0.0    0.0    7.1   20.9  13:45     16
 05   14.7   16.8  13:44   13.5  00:00    6.5    0.0    0.4    5.1   19.3  15:07     25
 06   15.5   20.6  15:05   12.5  23:51    5.2    0.0    0.0    9.4   29.0  16:51     16
 07   14.6   19.8  15:22   11.1  07:07    6.8    0.0    0.0    8.7   25.7  16:29      2
 08   14.9   20.0  15:33   12.1  23:57    6.2    0.0    0.0    9.2   22.5  13:23      1
 09   16.6   23.8  14:37   10.5  03:52    3.1    0.0    0.0    7.1   22.5  19:40    330
 10   11.4   16.5  00:01    9.0  22:10   12.4    0.0    3.0    5.6   24.1  02:32    121
 11   11.3   16.2  14:51    8.4  05:39   12.7    0.0    1.8    3.3   14.5  15:59    106
 12   12.5   17.3  14:39    6.2  07:14   10.5    0.0    0.0    3.3   16.1  15:43     16
 13   12.9   16.8  15:40    9.9  00:32    9.8    0.0    1.0    5.4   20.9  15:46     26
 14   12.5   15.4  13:36   11.1  00:20   10.4    0.0    8.6    5.7   19.3  01:17     34
 15   13.2   16.2  17:03   10.9  00:00    9.2    0.0    3.0    4.0   14.5  19:41    110
 16   13.9   19.9  15:33   10.1  23:28    8.1    0.0    0.0    5.6   19.3  14:34    353
 17   15.0   22.8  15:29    7.9  05:51    6.1    0.0    0.0    6.6   22.5  14:43      1
 18   17.1   22.4  12:04   12.7  00:01    2.3    0.0    0.4    7.6   25.7  02:47    185
 19   11.3   14.3  15:05    9.3  08:21   12.6    0.0    8.0    6.4   17.7  06:00     91
 20   15.7   23.9  14:15    8.3  02:31    4.8    0.0    0.0    7.1   24.1  15:44     10
 21   18.2   20.8  10:07   16.3  02:02    0.2    0.0    0.0    8.1   27.4  14:57    299
 22   15.1   18.1  11:18   11.6  07:07    5.8    0.0    9.4    5.3   20.9  02:22    174
 23   17.7   26.3  15:22   11.4  06:29    1.2    0.0   15.8    6.3   35.4  17:24    253
 24   15.2   21.9  17:18    9.7  23:37    5.7    0.0    8.4    7.2   46.7  19:04    261
 25   12.1   18.4  14:22    7.6  07:02   11.2    0.0    0.2    4.6   24.1  14:46     45
 26   12.1   17.0  13:09    8.7  00:01   11.2    0.0    0.6    4.4   20.9  11:50     15
 27   13.4   19.8  16:31    8.2  04:50    8.9    0.0    0.0    3.6   19.3  10:00     50
 28   11.6   15.8  17:38    8.3  23:11   12.2    0.0    0.0    4.6   22.5  10:35    161
 29   13.4   21.1  16:47    6.7  03:45    8.9    0.0    2.0    6.0   20.9  10:04    357
---------------------------------------------------------------------------------------
      14.0   26.3     23    6.2     12  226.9    0.0   78.0    6.3   46.7     24      7
    
