                   MONTHLY CLIMATOLOGICAL SUMMARY for Jul 2012


NAME: Darfield, Canterbury, New Zealand                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   -0.8    6.3  14:34   -5.2  22:07   34.4    0.0    0.0    2.8   16.0  14:08    349
 02   -0.3    6.9  14:26   -6.4  08:26   33.6    0.0    0.2    3.9   21.0  14:04    352
 03    1.5    5.7  13:08   -2.7  03:17   30.3    0.0    2.4    1.6    8.0  01:25    247
 04    3.9    5.6  14:51    2.7  05:52   25.9    0.0    8.2    1.8    8.0  12:07    227
 05    4.5    5.9  13:37    3.1  05:55   24.8    0.0    6.0    3.6   11.0  12:29    214
 06    4.1    8.3  15:02    1.1  06:28   25.7    0.0    0.0    1.8    8.0  00:05    147
 07    3.8   13.5  15:59   -2.0  07:27   26.2    0.0    0.2    2.9   11.0  23:47    297
 08    3.6   11.3  13:34   -1.7  04:36   26.4    0.0    0.0    2.9   11.0  00:06    295
 09    3.6   11.4  15:54    0.4  23:50   26.5    0.0    0.0    3.4   11.0  04:46    292
 10    5.5   13.3  13:56   -1.5  07:58   23.2    0.0    0.0    4.4   14.0  20:00    329
 11    5.8   13.7  14:06    0.7  06:13   22.6    0.0    0.0    4.5   11.0  00:20    323
 12    9.6   13.8  12:43    2.0  04:23   15.7    0.0    0.0   14.0   37.0  11:27    317
 13   13.0   17.2  13:33    8.3  00:00    9.6    0.0    0.0   10.8   34.0  09:20    323
 14    8.4   11.6  15:46    6.0  00:46   17.9    0.0    0.0    2.2    8.0  02:51    158
 15   12.0   20.2  14:01    7.1  01:53   11.4    0.0    0.0    9.0   32.0  06:26    359
 16   11.9   18.4  14:12    5.2  23:52   11.6    0.0    3.6    9.5   34.0  21:23    290
 17    8.2   13.6  14:43    2.4  03:20   18.2    0.0    0.0   12.3   31.0  13:11    316
 18   11.4   15.3  13:29    8.2  19:22   12.5    0.0    0.0   10.1   27.0  08:41    312
 19    8.7   14.6  11:59    2.2  19:54   17.3    0.0    0.0    4.0   16.0  04:23    297
 20   10.9   18.7  14:27    1.6  03:46   13.3    0.0    0.0    8.9   26.0  11:19    313
 21    9.4   14.4  12:41    4.4  07:42   16.1    0.0    0.0    7.3   26.0  05:08    274
 22    5.2    6.8  14:02    2.6  08:17   23.6    0.0    0.0    2.6   10.0  11:36    201
 23    3.9   10.8  14:59   -1.8  23:42   25.9    0.0    0.0    2.8   10.0  16:54    356
 24    3.4    7.7  12:02   -2.1  00:50   27.0    0.0    1.8    4.1   14.0  23:12    260
 25    5.1    8.0  12:44    3.4  23:58   23.8    0.0    0.8    4.2   16.0  12:57    193
 26    2.3    7.8  15:07   -2.9  23:33   28.8    0.0    0.2    5.1   19.0  13:49     19
 27    2.4    9.5  14:14   -3.4  01:26   28.7    0.0    0.0    3.6   13.0  13:56     10
 28    4.8   10.8  13:04   -2.4  07:59   24.3    0.0    0.2    6.5   24.0  23:36      6
 29   10.3   14.4  13:38    6.7  23:35   14.5    0.0    0.0   11.4   27.0  13:43    318
 30    6.4    8.1  11:15    3.9  08:29   21.5    0.0    6.0    4.6   18.0  17:25    231
 31    8.8    9.6  13:28    7.6  00:01   17.1    0.0   13.6   15.0   29.0  05:46     80
---------------------------------------------------------------------------------------
       6.2   20.2     15   -6.4     02  678.4    0.0   43.2    5.9   37.0     12    322
    
