                   MONTHLY CLIMATOLOGICAL SUMMARY for Mar 2012


NAME: Darfield, Canterbury, New Zealand                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    9.8   14.5  16:36    4.4  00:00   15.3    0.0   17.4    9.0   29.0  02:29    167
 02    9.3   15.4  14:39    2.3  05:12   16.2    0.0    1.4    3.7   11.3  08:37    322
 03    9.5   11.7  16:46    8.3  12:17   15.9    0.0   19.6   11.6   41.8  11:23    154
 04   10.7   14.2  16:19    8.7  06:57   13.8    0.0    0.2    5.3   22.5  02:39    149
 05   12.7   19.1  15:28    5.9  05:51   10.2    0.0    0.0    6.8   27.4  16:53     10
 06   18.6   22.7  16:20   16.1  01:38    0.0    0.6    0.0   12.4   27.4  01:20    301
 07   12.4   18.0  01:02    8.2  23:55   10.6    0.0    3.4    8.3   24.1  00:32    180
 08    9.6   15.3  17:19    4.1  07:33   15.8    0.0    0.0    2.5   12.9  18:27     63
 09    9.6   16.6  14:27    3.3  07:22   15.8    0.0    0.0    5.6   24.1  15:22     12
 10   12.7   20.5  15:17    6.0  03:48   10.2    0.0    0.0    7.5   25.7  11:07      0
 11   16.6   20.5  12:18   10.4  23:43    3.2    0.0   12.6    8.9   22.5  10:33    280
 12   11.5   16.2  17:45    7.9  22:55   12.3    0.0    0.4    3.7   16.1  16:42     67
 13   10.5   13.9  15:53    8.5  06:06   14.1    0.0    2.4    4.3   17.7  23:00     94
 14   13.9   22.3  15:40    5.8  07:26    8.0    0.0    0.0    9.4   27.4  23:32    324
 15   14.2   23.0  11:47    9.7  23:13    7.5    0.0    0.0    9.8   37.0  12:18    262
 16   11.8   17.2  15:03    9.2  06:01   11.7    0.0    0.0    4.6   16.1  14:49     14
 17   16.2   23.9  14:18    5.9  06:11    3.8    0.0    0.0   11.3   35.4  21:23    306
 18   18.4   24.7  13:59   12.8  23:16    0.0    0.1    0.0   10.1   30.6  12:08    294
 19    9.0   12.8  00:01    6.2  20:29   16.7    0.0   11.0    5.1   20.9  02:56    177
 20    9.5   15.4  15:58    5.7  05:47   15.8    0.0    0.0    3.1   16.1  17:10    355
 21   10.2   17.3  15:13    1.7  04:42   14.7    0.0    0.0    6.8   22.5  12:41     10
 22   16.3   22.7  16:12   12.1  07:12    3.7    0.0    6.2    3.6   24.1  19:51    302
 23   15.1   19.0  16:05   11.2  23:18    5.9    0.0    0.0    6.5   22.5  13:01      8
 24   18.8   24.1  13:37   11.1  00:58    0.0    0.8    0.0   17.5   62.8  16:38    302
 25   13.1   18.2  12:53    7.5  23:28    9.5    0.0    0.0    8.5   30.6  15:59    259
 26   11.2   19.3  15:27    2.9  07:20   12.8    0.0    0.4    9.6   27.4  22:51    310
 27   16.8   23.7  16:08   10.0  03:34    2.7    0.0    0.0   13.1   33.8  01:10    274
 28   10.9   15.3  00:27    8.0  23:50   13.3    0.0    0.8    6.8   24.1  08:27    123
 29    9.7   15.8  15:34    3.1  07:24   15.5    0.0    0.2    4.6   19.3  16:18    351
 30    9.3   16.5  15:31    2.0  07:47   16.3    0.0    0.0    2.1   12.9  16:38     54
 31   11.7   18.1  16:58    6.1  08:16   12.0    0.0    0.0    3.8   12.9  17:09    358
---------------------------------------------------------------------------------------
      12.6   24.7     18    1.7     21  323.2    1.5   76.0    7.3   62.8     24    310
    
