                   MONTHLY CLIMATOLOGICAL SUMMARY for Jan 2015


NAME: Darfield Weather Station                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   14.6   20.6  14:03    8.9  05:57    6.7    0.0    0.0    9.8   41.8  17:58     38
 02   17.3   27.0  15:10    5.1  05:33    1.8    0.0    0.0    6.5   27.4  17:06    102
 03   14.6   20.6  15:12   10.3  05:38    6.6    0.0    0.0    7.4   32.2  17:04     36
 04   22.2   32.8  15:48   10.7  03:38    0.0    6.9    0.0   10.2   30.6  19:42      1
 05   21.6   27.2  07:56   13.4  00:00    0.0    5.9    0.0    7.8   33.8  01:43    114
 06   14.7   17.3  09:04   12.1  01:36    6.5    0.0    0.0    4.0   17.7  19:16     88
 07   14.0   18.3  12:43    8.4  06:32    7.7    0.0    0.0    4.8   25.7  12:56    132
 08   12.4   16.9  14:39    9.2  06:31   10.7    0.0    0.0    6.0   27.4  17:19     64
 09   16.1   24.8  14:49    8.7  04:06    4.1    0.0    0.0    9.9   29.0  15:36     37
 10   20.9   31.0  14:00    8.3  05:49    0.0    4.6    0.0    7.1   27.4  18:53     19
 11   20.4   22.7  14:08   13.9  07:47    0.0    3.7    0.2    8.6   35.4  03:01    304
 12   13.1   16.2  15:54   11.5  05:57    9.4    0.0    0.4    5.2   27.4  01:24    110
 13   15.6   22.0  16:32   12.2  00:57    4.9    0.0    0.0    N/A    N/A    N/A    N/A
 14   14.5   17.7  15:02   12.4  07:51    6.9    0.0    4.2    4.2   20.9  18:05     69
 15   16.8   21.8  14:49   14.2  01:06    2.7    0.0    0.2    8.1   29.0  15:31     49
 16   20.9   25.8  14:10   14.4  00:00    0.0    4.6    0.0   13.5   48.3  11:46    317
 17   19.1   27.7  15:01    8.3  06:16    0.0    1.3    0.0    9.5   45.1  14:22    323
 18   22.3   29.4  14:15   16.6  06:44    0.0    7.2    0.0    7.9   37.0  15:29    307
 19   18.7   25.1  13:59   12.1  23:04    0.0    0.7    0.0    9.9   46.7  18:42    300
 20   13.2   18.3  13:57    6.8  06:42    9.2    0.0    0.8    4.9   27.4  12:20    117
 21   11.8   14.6  10:31    9.9  00:00   11.8    0.0    1.0    4.0   25.7  11:43    151
 22   13.1   21.3  15:09    3.8  05:31    9.5    0.0    0.0    5.8   25.7  17:25     25
 23   15.8   24.1  13:09    6.2  03:37    4.5    0.0    0.0    7.5   27.4  17:43     37
 24   18.8   27.6  14:34   12.6  06:46    0.0    0.8    0.0    8.5   27.4  15:55     44
 25   17.9   24.5  15:46   13.1  00:25    0.8    0.0    0.0    7.8   30.6  20:24     36
 26   18.7   25.9  12:56   13.4  05:40    0.0    0.7    0.0   12.2   35.4  14:45     41
 27   16.8   22.3  16:32   12.1  05:31    2.8    0.0    0.0    7.1   25.7  12:52    153
 28   17.8   22.7  15:48   14.7  01:38    1.0    0.0    0.0    5.0   29.0  18:00     66
 29   18.9   24.2  15:02   15.1  07:25    0.0    1.0    0.0    7.4   29.0  14:47     54
 30   16.8   20.3  11:55   14.8  06:51    2.7    0.0    1.2    5.1   17.7  21:25     58
 31   17.5   22.3  14:53   14.6  05:23    1.4    0.0    0.0   11.9   38.6  15:04     49
---------------------------------------------------------------------------------------
      17.0   32.8     04    3.8     22  112.0   37.4    8.0    7.6   48.3     16     32
    

