                   MONTHLY CLIMATOLOGICAL SUMMARY for Sep 2011


NAME: Darfield, Canterbury, New Zealand                  
ELEV: 210 meters    LAT: 43-29.00 S    LONG: 172-04.10 E


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    7.4   12.5  11:49    2.7  23:57   19.6    0.0    2.1   11.3   29.5  13:22     93
 02    9.6   13.1  14:53    0.0  06:57   15.8    0.0    4.2    8.3   19.4  12:20    307
 03   11.7   19.7  15:35    1.7  23:09   11.9    0.0    0.0    7.1   24.5  19:34    348
 04   10.5   16.6  13:12    0.4  03:58   14.0    0.0    0.0    7.6   19.4  12:22     53
 05   12.7   18.3  12:42    5.1  22:07   10.1    0.0    0.0    9.1   23.4  10:46     15
 06    9.1   17.3  14:22    1.1  05:05   16.6    0.0    0.0    7.9   22.0  22:02     32
 07    9.7   13.7  14:04    3.1  04:01   15.5    0.0    0.0   16.5   35.6  21:21      3
 08   13.4   16.7  17:21    3.7  03:16    8.9    0.0    0.0   17.1   35.6  18:58    330
 09   13.0   19.1  13:30    6.1  06:59    9.6    0.0    0.0   12.4   27.0  22:40    308
 10   15.4   19.6  14:51    8.0  07:00    5.3    0.0    0.0   22.8   43.9  15:31    352
 11   12.9   15.9  10:49    9.3  23:00    9.7    0.0    0.0   13.3   30.6  00:02      1
 12   10.3   17.4  13:48    2.9  05:31   14.4    0.0    1.8    8.5   30.6  19:17    160
 13    7.8   14.3  14:27    1.4  22:20   19.0    0.0    3.0   11.6   34.2  13:39    163
 14    9.6   16.4  13:12   -0.9  05:30   15.8    0.0    0.3    8.2   24.5  15:28     59
 15    5.5   12.1  09:01    2.4  21:45   23.1    0.0    3.0    9.4   37.8  10:38    256
 16   10.2   17.5  11:57    3.5  04:02   14.6    0.0    0.0   10.8   24.5  15:09     94
 17   10.6   14.9  12:31   -0.8  06:01   13.9    0.0    0.0   12.6   27.0  14:01     46
 18   12.0   17.8  12:37    0.7  05:31   11.4    0.0    0.0   12.0   29.5  22:44     10
 19    5.4   11.5  00:01    2.6  20:07   23.3    0.0    7.8    8.4   24.5  11:22    221
 20    8.9   14.2  12:29    1.7  06:32   17.0    0.0    0.0    8.1   25.6  12:59    147
 21    8.2   13.0  14:00    2.6  07:02   18.2    0.0    0.0   14.4   27.0  14:58     32
 22   11.0   14.7  13:04    2.4  06:33   13.2    0.0    0.0   14.0   25.6  09:03     54
 23   12.4   19.8  12:29    1.9  05:33   10.7    0.0    0.0   11.6   23.4  15:27     47
 24   12.2   19.8  14:05    5.9  00:33   11.0    0.0    0.9   12.8   39.2  14:16    256
 25    4.9   13.3  13:42    0.3  23:51   24.1    0.0    2.7    8.2   22.0  15:33    110
 26   11.0   19.9  16:42   -0.2  00:56   13.1    0.0    0.0    9.9   23.4  17:21     59
 27   14.0   20.5  17:15    4.2  03:04    7.9    0.0    0.0   17.7   33.1  12:19    312
 28   17.3   21.2  13:48    1.0  06:34    1.9    0.0    0.0   12.1   33.1  00:26    228
 29   10.3   13.1  15:48    4.6  01:04   14.5    0.0    0.0   12.4   27.0  12:59     37
 30   13.1   17.6  13:40    2.6  07:36    9.5    0.0    0.0   14.6   34.2  16:39     35
---------------------------------------------------------------------------------------
      10.6   21.2     28   -0.9     14  413.8    0.0   25.8   11.8   43.9     10     13
    
